split,tile,z,x,y,retrieved_train_tile,retrieved_same_zoom,feature_distance,mae_rgb,psnr_rgb,global_ssim_luma,val_rs_path,generated_map_path,target_map_path
val,14_8004_5091,14,8004,5091,14_7975_5125,True,0.038583,3.586349,24.537398,0.437027,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8004_5091.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8004_5091_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8004_5091.png
val,14_8004_5106,14,8004,5106,14_7976_5107,True,0.056461,20.431091,18.982312,0.246847,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8004_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8004_5106_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8004_5106.png
val,14_8005_5091,14,8005,5091,14_7975_5129,True,0.070269,4.492096,22.261324,0.397008,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8005_5091.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8005_5091_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8005_5091.png
val,14_8006_5109,14,8006,5109,14_7973_5127,True,0.046609,11.070953,20.136864,0.215030,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5109.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8006_5109_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5109.png
val,14_8006_5114,14,8006,5114,14_7970_5126,True,0.083033,10.005005,19.771700,0.194490,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8006_5114_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5114.png
val,14_8006_5118,14,8006,5118,14_7974_5105,True,0.070678,18.200796,18.404784,0.032581,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5118.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8006_5118_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5118.png
val,14_8007_5104,14,8007,5104,14_7973_5105,True,0.080066,17.241730,19.006135,0.198075,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8007_5104_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5104.png
val,14_8007_5120,14,8007,5120,14_7975_5130,True,0.080839,7.903056,24.094139,0.273305,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8007_5120_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5120.png
val,14_8008_5115,14,8008,5115,14_7975_5106,True,0.063495,12.889816,18.744540,0.219335,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8008_5115_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5115.png
val,14_8008_5126,14,8008,5126,14_7974_5126,True,0.079644,25.331381,17.820050,0.209399,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5126.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8008_5126_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5126.png
val,14_8010_5093,14,8010,5093,14_7971_5120,True,0.043139,27.539047,17.166665,0.285548,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5093.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5093_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5093.png
val,14_8010_5105,14,8010,5105,14_7973_5105,True,0.059207,19.642935,17.823023,0.070354,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5105.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5105_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5105.png
val,14_8010_5106,14,8010,5106,14_7975_5106,True,0.057166,12.838501,19.986314,0.135092,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5106_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5106.png
val,14_8010_5114,14,8010,5114,14_7972_5125,True,0.095715,8.128413,22.951422,0.241046,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5114_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5114.png
val,14_8010_5115,14,8010,5115,14_7974_5130,True,0.259910,7.183853,21.833414,0.327341,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5115_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5115.png
val,14_8010_5120,14,8010,5120,14_7972_5125,True,0.039928,12.592839,19.946680,0.096217,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8010_5120_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5120.png
val,14_8012_5108,14,8012,5108,14_7971_5120,True,0.050429,27.775497,17.109354,0.295323,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5108.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8012_5108_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5108.png
val,14_8012_5113,14,8012,5113,14_7970_5126,True,0.074697,7.109995,22.644343,0.307518,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_retrieval_baseline_generated_maps/14_8012_5113_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5113.png
