split,tile,z,x,y,retrieved_train_tile,retrieved_same_zoom,feature_distance,mae_rgb,psnr_rgb,global_ssim_luma,val_rs_path,generated_map_path,target_map_path
val,14_8006_5118,14,8006,5118,14_7971_5105,True,0.309597,32.772919,15.161306,0.141272,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8006_5118.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8006_5118_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8006_5118.png
val,14_8007_5104,14,8007,5104,14_7973_5130,True,0.258519,11.843831,20.948427,0.145844,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5104.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8007_5104_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5104.png
val,14_8007_5120,14,8007,5120,14_7973_5130,True,0.206429,11.878540,21.594903,0.247191,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8007_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8007_5120_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8007_5120.png
val,14_8008_5115,14,8008,5115,14_7973_5129,True,0.300076,9.779994,19.633939,0.228465,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8008_5115_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5115.png
val,14_8008_5126,14,8008,5126,14_7974_5125,True,0.214190,22.644974,18.310813,0.221772,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8008_5126.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8008_5126_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8008_5126.png
val,14_8010_5093,14,8010,5093,14_7975_5123,True,0.273908,24.146585,18.297114,0.287399,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5093.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5093_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5093.png
val,14_8010_5105,14,8010,5105,14_7973_5130,True,0.311323,12.842854,19.827802,0.103419,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5105.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5105_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5105.png
val,14_8010_5106,14,8010,5106,14_7973_5130,True,0.266739,13.596085,20.674865,0.150226,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5106.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5106_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5106.png
val,14_8010_5114,14,8010,5114,14_7971_5119,True,0.248062,27.564240,17.316744,0.186172,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5114.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5114_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5114.png
val,14_8010_5115,14,8010,5115,14_7975_5117,True,0.235996,33.527943,16.269829,0.414967,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5115.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5115_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5115.png
val,14_8010_5120,14,8010,5120,14_7976_5118,True,0.197644,31.779257,16.925468,0.191122,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8010_5120.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8010_5120_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8010_5120.png
val,14_8012_5108,14,8012,5108,14_7975_5124,True,0.279694,7.373042,23.509087,0.318388,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5108.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8012_5108_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5108.png
val,14_8012_5113,14,8012,5113,14_7975_5117,True,0.205859,31.889246,16.939086,0.519976,data/raw/SCGM/extracted/TMGN_1814/val/rs_256/14_8012_5113.png,experiments/03_scgm_subset_reproduction/outputs/scgm_multifeature_retrieval_generated_maps/14_8012_5113_multifeature_retrieval.png,data/raw/SCGM/extracted/TMGN_1814/val/map_256/14_8012_5113.png
